,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for 2 people)
9394,Biriyaniz,Yes,No,3.4 out of 5,"Chicken Guntur, Pepper Chicken, Chicken Biryani, Raita",400
9395,Oldtown Dilli,Yes,Yes,4.1 out of 5,"Rabri, Tandoori Roti, Mutton Roganjosh, Shahi Tukda, Naan, Mutton Seekh, Malai Kofta",750
9397,Taj Darbar,Yes,No,3.8 out of 5,"Chicken Kebab Biryani, Rolls, Raita",600
9398,Fava Bistro,Yes,Yes,4.4 out of 5,"Pizza, Pita Bread, Beer Cocktail, Shrimp Soup, Baklava, Pasta, Babaganush","1,500"
9408,More Than Chocolates,No,No,3.6 out of 5,Cheesecake,200
9410,Tandoor Hut,Yes,No,4.1 out of 5,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala",700
9417,Elmas Restaurant,Yes,No,3.4 out of 5,Rooftop Ambience,650
9419,The Sandwich Club,Yes,No,3.9 out of 5,"Sandwiches, Fries, Sandwich, Pizza, Thick Shakes, Garlic Bread",250
9421,Bella,Yes,Yes,3.9 out of 5,"Ghee Roast Paneer, Murgh Ghee Roast, Fish Fry, Neer Dosa, Appam, Sea Food, Chicken Sukha","1,000"
9422,Crawl Street,Yes,Yes,4.3 out of 5,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","1,200"
9423,Vintage Shack,Yes,Yes,3.9 out of 5,"Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan",900
9425,Zingron,Yes,No,4.0 out of 5,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",750
9427,Magnolia,Yes,Yes,4.1 out of 5,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup",900
9435,Kargeens,Yes,No,4.1 out of 5,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles",600
9441,Drunkling - Sizzlers and Pub,Yes,Yes,4.4 out of 5,"Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Beer","1,000"
9452,The Cheesecake Corner,No,No,3.7 out of 5,"Blueberry Cheesecake, Oreo Cheesecake",400
9455,Mid Night Hunting,Yes,No,3.7 out of 5,"Burgers, Chicken Burger, Pasta, Chicken Pizza",300
9456,Carrots,Yes,Yes,4.1 out of 5,"Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams","1,100"
9459,Rolls & Co,Yes,No,3.9 out of 5,"Rolls, Chicken Wings, Shawarma, Chicken Tikka Roll, Burgers, Fries, Pasta",400
9461,Sunny Cafe & Kitchen,Yes,Yes,3.8 out of 5,"Latte, Sandwich, Falafel, Pasta, Pizza, Choco Brownie Shake, Waffles",700
9486,B.M.W - Bhookh Mitaane Wala,Yes,No,3.7 out of 5,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi",500
9490,Dhaba Express,Yes,No,3.7 out of 5,Paratha,400
9491,TOKI Taco House,Yes,No,3.6 out of 5,"Chicken Nachos, Chicken Tacos, Rice Bowl",200
9502,Whooppeezz,No,No,4.0 out of 5,"Pasta, Mojito, Masala Lemonade, Nachos, Butter Chicken Pizza, Chocolate Pizza, Thin Crust Pizza",500
9503,Hungry Lee,No,No,4.1 out of 5,"Noodles, Nasi Goreng, Rolls, Kiwi Mojito, Brownie, Tom Yum Soup, Dumplings",500
9505,Cinnamon,Yes,No,3.9 out of 5,"Raita, Tandoori Chicken, Egg Chilli, Hakka Noodles, Chicken Taka Tak, Palak Paneer, Veg Pulao",550
9514,Pabrai's Fresh and Naturelle Icecreams,No,No,3.7 out of 5,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream",300
9516,Banjara Melting Pot,Yes,Yes,4.2 out of 5,"Mocktails, Dal Tadka, Paneer Lababdar, Stuffed Kulcha, Vegetable Biryani, Sea Food, Wine","1,700"
9518,Kopper Kadai,Yes,Yes,4.1 out of 5,"Mutton Kalmi, Chicken Biryani, Dahi Ke Kebab, Lassi, Tomato Soup, Ganna Chicken, Soya Chaap","1,200"
9519,Late Night,No,No,3.6 out of 5,"Naan, Panneer Butter Masala, Butter Chicken, Chicken Tikka, Biryani, Roti",500
9520,Punjabi Daawat,No,No,2.4 out of 5,"Lassi, Soya Chaap, Fish, Masala Papad",550
9524,Kevins Kitchen,Yes,No,3.7 out of 5,"Egg Noodles, Biryani",400
9526,The Biryani Story,No,No,4.4 out of 5,"Paneer Tikka, Mutton Biryani",600
9527,Tasty Magic,Yes,No,2.7 out of 5,"Shawarma, Chicken Grill, Biryani",600
9557,Melt,No,No,4.0 out of 5,"Burgers, Nachos, Fries, White Sauce Pasta, Cheese Pasta, Chicken Burger, Chicken Steak","1,000"
9560,Food Junction,No,No,3.5 out of 5,Paratha,400
9575,Dash In,No,No,3.1 out of 5,"Butter Chicken, Noodles",600
9581,Tandoor-De-Naal,No,No,3.8 out of 5,"Rolls, Chicken Roll, Paneer Roll, Pasta",200
9585,New Farm Fresh,No,No,3.6 out of 5,Wood Fire Pizza,650
9593,Entropy Cafe,Yes,No,4.1 out of 5,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers",600
9595,Momo Hut,Yes,No,4.0 out of 5,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka",250
9597,7 Plates,Yes,No,3.7 out of 5,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti",750
9602,BelgYum,Yes,No,4.0 out of 5,Waffles,400
9639,TRIGEREATO,Yes,Yes,4.4 out of 5,"Pasta, Salad, Noodles, Mousse, Fries, Mocktails, Pizza",700
9667,So-Fat's Dosas,No,No,3.8 out of 5,Bhaji Dosa,200
9686,Night Bell,No,No,3.1 out of 5,"Burgers, Murgh Malai, Oreo Shake",450
9697,Imperial Restaurant,Yes,No,3.6 out of 5,"Chicken Grill, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab, Naan",800
9699,Chef All Nite,Yes,No,3.9 out of 5,"Paneer Manchurian, Gulab Jamun, Noodles, Chicken Noodle, Butter Chicken, Vegetable Biryani",300
9705,The Hidden Cafe,Yes,No,3.9 out of 5,"Hyderabadi Biryani, Ginger Chicken",350
9707,The Shawarma Inc,Yes,No,3.3 out of 5,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos",200
9708,Cashmere Nites,Yes,No,3.5 out of 5,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",600
9718,Desi Vibes,Yes,No,3.7 out of 5,Malai Kofta,600
9726,Chill-Um Cafe,Yes,Yes,4.1 out of 5,"Peri Peri Chicken, Fries, Lemongrass Chicken, Margherita Pizza",600
9733,Cafemoto,Yes,No,4.0 out of 5,"Burgers, Chicken Burger, Beef Burger, Mojito, Tea, French Fries, White Sauce Pasta",800
9736,Kapoor's Biriyani,Yes,No,3.3 out of 5,"Raita, Hyderabadi Biryani",400
9737,Kokomo,Yes,No,4.0 out of 5,"Thai Chicken, Momos",500
9740,Keep It Straight Cafe,Yes,Yes,3.9 out of 5,"Coffee, Tea, Pasta Alfredo, Chai, Burgers, White Sauce Pasta, French Fries",500
9743,Rollin,Yes,No,4.1 out of 5,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle",400
9746,Donne Biriyani House,Yes,No,3.8 out of 5,"Rice, Donne Biryani, Mutton Biryani, Chicken Kebab, Chilli Chicken, Chicken Biryani, Kshatriya Kebab",200
9749,Habitts,Yes,No,3.7 out of 5,Nutella Waffle,450
9757,BTM Bawarchi Biryani,Yes,No,3.5 out of 5,Chicken Biryani,600
9758,Punjabi Chulha,Yes,No,3.8 out of 5,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",400
9759,Under The Hood,Yes,No,4.0 out of 5,"Appam, Chicken Curry, Passion Fruit Juice, Crepe",300
9760,Berry'd Alive,Yes,No,4.3 out of 5,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",400
9761,Ghar Ka Khana,Yes,No,3.7 out of 5,Thali,150
9762,Burger Lounge,Yes,No,3.0 out of 5,"Burgers, Zinger Burger",600
9763,The Kream Story,Yes,No,4.1 out of 5,"Waffles, Nutella Ice Cream, French Fries",500
9769,Banana Beach Bar,Yes,Yes,3.7 out of 5,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","1,300"
9784,Kataria's Home Food,Yes,No,3.1 out of 5,"Dal Makhani, Rice, Buttermilk",400
9787,Night Spoon,Yes,No,2.6 out of 5,Biryani,600
9788,Gilly's Restobar,No,Yes,4.5 out of 5,"Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","1,000"
9790,The Food Dude,Yes,No,4.0 out of 5,"Burgers, Pizza, Pasta, Chilli Paneer",300
9799,Bottle Breacher,No,Yes,4.2 out of 5,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","1,200"
9810,Mealsbaba,Yes,No,3.7 out of 5,"Lassi, Mutton",400
9830,Big Wong XL,No,Yes,4.5 out of 5,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","1,400"
9831,Nagarjuna,No,No,4.3 out of 5,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani",800
9832,Kritunga Restaurant,No,No,3.8 out of 5,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry",650
9834,Khawa Karpo,No,No,4.3 out of 5,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken",350
9835,The Himalayan,No,Yes,4.4 out of 5,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads","1,200"
9836,Art of Delight,No,No,4.3 out of 5,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle",400
9837,Coastal Mama,No,Yes,4.1 out of 5,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",700
9843,Food And You,No,No,3.8 out of 5,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti",300
9879,Petoo,Yes,No,3.8 out of 5,"Chaat, Gulab Jamun, Biryani, Samosa",800
9886,Kebarbiq,Yes,No,4.0 out of 5,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries",800
9890,Dosa Bazaar,Yes,No,3.9 out of 5,"Cheese Dosa, Tea, Pizza Dosa",200
9892,Intriicake,Yes,No,3.8 out of 5,Cup Cake,350
9900,Halo Chef,Yes,No,3.9 out of 5,Biryani,500
9902,Natuna Seafood House,Yes,No,4.2 out of 5,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",450
9919,The Blue Wagon - Kitchen,Yes,No,4.6 out of 5,"Pizza, Nachos, Garlic Maggi, Cheese Maggi, Burgers, Bruschetta Bites, Cottage Cheese Sandwich",400
9922,Zero Kelvin,Yes,No,4.3 out of 5,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie",450
9923,Ocean,Yes,No,3.8 out of 5,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita",700
9924,Kulfi & More,Yes,No,3.7 out of 5,"Faluda, Rabri, Malai Kulfi",200
9928,Sagar Fast Food,Yes,No,3.7 out of 5,"Idli, Masala Dosa",300
9932,Raj Darbar,Yes,No,3.7 out of 5,"Tandoori Chicken, Thali",800
9935,House Of Commons,No,Yes,4.8 out of 5,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","1,000"
9937,Happy Brew,No,Yes,4.0 out of 5,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries","1,000"
9957,Namaste Kitchen,Yes,No,3.8 out of 5,"Jalebi, Chaat, Dal Makhani, Tandoori Roti",400
9964,California Burrito,No,No,4.1 out of 5,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade",400
9965,Royal Treat,No,No,4.1 out of 5,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken",500
9966,Moghul Durbar Restaurant,No,No,4.0 out of 5,"Ghee Rice, Mutton Biryani, Haleem, Lassi, Chicken Biryani, Chicken Kebab, Dal Fry",550
9967,Nourich,Yes,Yes,NEW,"Soba Noodles, Pad Thai Noodle, Chicken Sandwich",800
9969,Checkpost,Yes,No,4.1 out of 5,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles",600
9971,Anjappar,No,No,3.9 out of 5,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken",650
9972,Nandhana Palace,No,Yes,4.1 out of 5,"Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani",800
9973,Indian Coffee House & Restaurant,No,No,4.1 out of 5,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa",650
9974,Samosa Party,No,No,4.1 out of 5,"Chai, Aloo Samosa, Tea",150
9979,Baba Da Dhaba,No,Yes,4.1 out of 5,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",650
9980,The ThickShake Factory,No,No,4.3 out of 5,"Thick Shakes, Belgium Chocolate, Triple Choco Chip, Chocolate Thickshake, Brownie Shake, Mango Blast, Belgian Chocolate Shake",350
9982,Hari Super Sandwich,No,No,4.0 out of 5,"Chocolate Sandwich, Chaat, Corn Sandwich, Chilli Cheese, Cheese Sandwiches, Veg Sandwich",200
9983,Taj Durbar,No,No,3.8 out of 5,"Mutton Biryani, Ghee Rice",400
9985,Hyderabad Bawarchi,No,No,3.9 out of 5,"Khubani Ka Meetha, Mutton Biryani, Chicken Biryani, Tandoori Chicken, Hyderabadi Dum Biryani, Raita",800
9987,Shree Thali,No,No,4.0 out of 5,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",150
9988,Gundappa Donne Biryani,No,No,3.1 out of 5,"Thali, Chicken Lollipop, Gundappa Donne Biryani, Mutton Biryani",200
10002,The Donut Baker,No,No,3.8 out of 5,"Donut, Chocolate Fantasy",150
10003,Food Theory,No,No,2.6 out of 5,"Chicken Momo, Momos",500
10013,Multi Cakes,No,No,3.7 out of 5,"Irish Coffee, Eggless Cake",200
10081,Niice Cream,No,No,3.8 out of 5,Nitrogen Ice Cream,400
10116,The Denny's,No,No,3.7 out of 5,"Palak Rice, Draught Beer",900
10139,Status,Yes,No,3.3 out of 5,Prompt Service,600
10140,Aaranya Restaurant,Yes,No,3.4 out of 5,"Murgh Makhani, Chicken Biryani, Naan, Beer, Tandoori Chicken",800
10145,Sreeraj Lassi Bar,Yes,No,4.0 out of 5,"Faluda, Fruit Salad, Fruit Lassi",150
10148,Cilantro,Yes,Yes,4.0 out of 5,"Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak","1,500"
10182,#L-81 Cafe,Yes,No,3.9 out of 5,Burgers,400
10192,Aroma Fine Dine,Yes,Yes,4.0 out of 5,"Chicken Biryani, Dal Makhani, Bamboo Biryani, Garlic Naan",900
10193,Amma's Pastries,No,No,4.2 out of 5,"Fruit Truffle, Tiramisu Cake, Cheesecake, Chocolate Truffle, Brownie, Chocolate Cake, Sandwiches",400
10194,Choco Cheese,Yes,No,4.4 out of 5,"Waffles, Oreo Shake, Banana Nutella Crepe",300
10195,XO Belgian Waffle,Yes,No,4.5 out of 5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Kit Kat Shake",400
10196,Tempteys,Yes,No,4.2 out of 5,"Thick Shakes, Oreo Milkshake, Gelato, Coffee, Oreo Shake, Protein Shake, Choco Brownie",300
10198,eat.fit,Yes,No,4.5 out of 5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Chicken Chettinad, Dal Makhani, Hakka Noodles",500
10200,Waffle Head,Yes,No,4.0 out of 5,"Chocolate Waffles, Marshmallow, Chocolate Overload, Kitkat Waffles",300
10201,Gogula's Sweets & Chats,Yes,No,4.0 out of 5,"Chole Bhature, Chaat, Kulfi, Kachori, Pav Bhaji, Samosa, Barfi",200
10203,Laddoos,Yes,No,3.4 out of 5,"Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa",200
10204,Sreeraj Lassi Bar,Yes,No,4.0 out of 5,"Faluda, Fruit Salad, Fruit Lassi",200
10206,Shri Ram Sweet Centre,No,No,4.0 out of 5,"Samosa, Dhokla, Ladoo, Sweet Kachori, Onion Kachori, Ghee Jalebi",150
10207,Waffle Stories,Yes,No,4.0 out of 5,"Waffles, Red Velvet Waffle, Brownie Sundae, Nutella Waffle",300
10209,CakeZone,No,No,4.1 out of 5,"Chocolava, Red Velvet Cake, Choco Truffle Cake, Cup Cake, Chocolate Truffle, Blueberry Cheesecake",500
10210,Rock Stone Ice Cream Factory,Yes,No,4.0 out of 5,"Icecream Cake, Brownie, Hot Chocolate, Waffles, Chocolate Icecreams",250
10212,Shagun Sweets & Foods,Yes,No,3.6 out of 5,"Chaat, Chole Bhature, Thali, Rasmalai, Raj Kachori, Paratha, Pav Bhaji",400
10214,Hang10 Resto N Cafe,Yes,No,3.8 out of 5,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich",800
10215,Just Bake,Yes,No,3.3 out of 5,German Chocolate,400
10216,Sweet Truth,Yes,No,4.0 out of 5,"Chocolate Decadence, Chocolate Fantasy, Pancakes, Pan Cake",500
10219,Bun Town,Yes,No,4.0 out of 5,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Donut, Brownie",500
10222,Sri Devi Baker's,No,No,3.9 out of 5,"Ginger Tea, Chai, Coffee",200
10225,More Than Chocolates,No,No,3.6 out of 5,Cheesecake,200
10230,The Cheesecake Corner,No,No,3.7 out of 5,"Blueberry Cheesecake, Oreo Cheesecake",400
10233,Kulfi & More,Yes,No,3.7 out of 5,"Faluda, Rabri, Malai Kulfi",100
10248,Calvin's,No,No,3.7 out of 5,"Latte, Chocolate Cake, Apple Pie, Steak, Chocolate Truffle, Cheesecake, Pasta",600
10262,Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0 out of 5,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","1,100"
10263,Kurtoskalacs,No,No,4.6 out of 5,"Hazelnut Cappuccino, Pancakes, Red Velvet Cake, Nutella Shake, Murgh Ghee Roast, Butter Chicken, Chocolate Icecreams",400
10264,Bonsouth,No,Yes,4.2 out of 5,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam","1,300"
10265,Sixth Avenue Cafe And Patisserie,No,No,4.5 out of 5,"Tea, Pasta, Chocolate Bomb, Waffles, Fries, Burgers, Chocolate Lava Cake",600
10266,Two Friends Cauldron,Yes,Yes,4.1 out of 5,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Veggie Pizza, Chips",700
10267,Stoner,Yes,No,4.5 out of 5,"Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger",500
10268,Roundup Cafe,Yes,Yes,4.2 out of 5,"Salad, Coffee, Mocktails, Pizza, Meat Balls, Smoked Tomato Soup, Nachos",800
10269,Lot Like Crepes,Yes,No,4.6 out of 5,"Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe",550
10270,Corner House Ice Cream,Yes,No,4.5 out of 5,"Death By Chocolate, Hot Chocolate Fudge, Chocolate Malt, Fudge Cake, Chocolate Sundae, Ice Cream Sundae, Thick Shakes",400
10271,Krem,Yes,No,4.1 out of 5,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae",450
10272,Cakewala,Yes,No,4.3 out of 5,"Khara Bun, Mousse, Rich Chocolate Cake, Veg Puff, Chocolate Truffle, Banana Walnut Cake, Fruit Cake",500
10273,Slate Cafe,Yes,No,4.1 out of 5,"Sandwiches, Pasta, Pizza, Fries, Brownie Shake",600
10274,99 Pancakes,Yes,No,4.5 out of 5,"Pan Cake, Nutella Pancakes, Waffles",300
10275,Art of Delight,No,No,4.3 out of 5,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Red Velvet Cheesecake, Nutella Cheesecake",400
10276,Fresh Pressery Cafe,Yes,No,4.1 out of 5,"Salads, Chicken Sandwich, Sandwiches, Cheesecake, Spaghetti Aglio Olio, Arugula Salad, Cheese Chilli Toast","1,200"
10277,Berry'd Alive,No,No,4.3 out of 5,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",400
10278,Smally's Resto Cafe,Yes,Yes,4.2 out of 5,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650
10279,Cream Chemistry,Yes,No,3.9 out of 5,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles",500
10280,Smoor,Yes,No,4.2 out of 5,"Sandwich, Cheesecake, Rainbow Cake, Hot Chocolate, Coffee, Cup Cake, Macaroon",900
10281,The Belgian Waffle Co.,Yes,No,4.2 out of 5,"Belgian Waffles, Chocolate Overload, Triple Chocolate, Belgian Chocolate Waffle, Chocolate Icecreams",350
10282,Crafted Plate,Yes,Yes,4.2 out of 5,"Burgers, Egg Salad, Pasta, Lasagne, Pancakes, Paneer Fingers, Lime Soda",600
10283,BelgYum,Yes,No,4.1 out of 5,Waffles,400
10284,Belgian Waffle Factory,Yes,No,4.9 out of 5,"Oreo Waffle, Nachos, Coffee, Chocolate Waffles, Nutella Waffle, Salsa, Belgian Waffles",400
10285,Polar Bear,Yes,No,4.2 out of 5,"Faluda, Chocolate Fudge, Brownie Fudge, Death By Chocolate, Sandwich, Waffles, Crepe",400
10286,Frozen Bottle,Yes,No,4.1 out of 5,"Chocolate Hazelnut, Red Velvet Shake, Thick Shakes, Mango Milkshake, Brownie Chocolate, Belgian Chocolate Milkshake, Oreo Shake",400
10287,The Marash,Yes,No,4.3 out of 5,"Turkish Ice Cream, Baklava, Chocolate Icecreams",250
10288,Krispy Kreme,Yes,No,4.2 out of 5,"Donut, Coffee, Chocolate Dreamcake, Latte, Cookie Crunch, Hot Chocolate, Cappuccino",300
10290,Banchharam,No,No,3.9 out of 5,"Mishti Doi, Rasgulla, Radhaballavi, Rasmalai, Chamcham, Dum Aloo, Malai Roll",200
10291,Mad Over Donuts,Yes,No,4.2 out of 5,"Donut, Choco Bomb, Latte, Coffee, Hot Chocolate, Waffles, Chocolate Decadence",450
10292,Cream Stone,Yes,No,4.2 out of 5,"Chocolate Overdose, Death By Chocolate, Chocolate Icecreams, Brownie, Coffee, Hot Chocolate Fudge, Red Velvet",500
10293,Baskin Robbins,No,No,4.1 out of 5,Waffle Cone,300
10296,Sweet Chariot,Yes,No,4.0 out of 5,"Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings",500
10297,Lassi Shop,Yes,No,4.1 out of 5,"Faluda, Mango Lassi, Sweet Lassi, Malai Kulfi",200
10298,The Kream Story,Yes,No,4.1 out of 5,"Waffles, Nutella Ice Cream, French Fries",500
10299,Stoned Monkey,Yes,No,3.9 out of 5,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread",500
10300,Cakebuy,Yes,No,3.9 out of 5,"Chocolate Truffle Cake, Cheesecake",350
10301,WAFL Co,Yes,No,4.2 out of 5,"Waffles, Pancakes, Oreo Waffle",400
10302,World of Waffles,Yes,No,3.9 out of 5,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, French Fries, Chocolate Fondue, Chocolate Overload",400
10303,WAFL,Yes,No,4.0 out of 5,Waffles,400
10304,Kwality Cakes N Bakes,Yes,No,3.7 out of 5,"Burgers, Eggless Cake, Red Velvet Cake",400
10305,Haagen Dazs,Yes,No,3.9 out of 5,"Waffles, Cheesecake, Chocolate Bomb, Belgium Chocolate, Ice Cream Sundae, Chocolate Sundae, Chocolate Icecreams",800
10307,Maxpresso,No,No,4.1 out of 5,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami",700
10308,Haji Ali Juice Centre,Yes,No,4.0 out of 5,"Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",350
10309,Cookie Man,Yes,No,4.0 out of 5,"Chocolate Chip Cookie, Brownie Chocolate",150
10310,The Chocolate Room,Yes,No,3.9 out of 5,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche",400
10311,Juicy,No,No,3.9 out of 5,"Sandwiches, Oreo Shake",200
10314,Mr. Meetharam,Yes,No,2.8 out of 5,"Paratha, Chaat, Pav Bhaji, Rasmalai, Lassi, Masala Poori, Samosa",150
10315,Flavorsome Bakes,No,No,4.0 out of 5,"Cup Cake, Pineapple Cake",800
10319,Cafe Arabica,No,No,3.8 out of 5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
10324,Cold Stone Creamery,Yes,No,3.9 out of 5,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
10325,The Donut Baker,No,No,3.8 out of 5,"Donut, Chocolate Fantasy",150
10326,Tummy Fuel,Yes,No,4.1 out of 5,"Sandwiches, Salads, Gol Gappe, Panipuri, Pizza Sandwich, Cheesy Pizza, Lychee Juice",400
10327,Food Theory,No,No,2.5 out of 5,"Chicken Momo, Momos",500
10330,Daily Bread,No,No,3.2 out of 5,"Pasta, Sandwiches, Cappuccino, Sandwich",600
10331,Dhaba Express,Yes,No,3.7 out of 5,Paratha,400
10335,Uday Sweets,Yes,No,3.8 out of 5,"Samosa, Poha, Rasgulla, Kachori",250
10336,Multi Cakes,No,No,3.7 out of 5,"Irish Coffee, Eggless Cake",200
10346,Bake Addiction,Yes,No,4.1 out of 5,"Cup Cake, Swiss Roll",500
10371,Niice Cream,No,No,3.8 out of 5,Nitrogen Ice Cream,400
10383,Cream N Desserts,No,No,3.7 out of 5,Hot Chocolate Fudge,400
10385,Sangam Sweets,Yes,No,3.8 out of 5,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri",200
10416,A2B - Adyar Ananda Bhavan,Yes,No,3.8 out of 5,"Tea, Coffee, Rasmalai, Raj Kachori, Masala Dosa, Vegetable Biryani, Vada Sambar",400
